developer,publisher,price,release_year
OfficialAndy,MGG Studio,0.99,2017
Boogygames Studios,,0.99,2017
TSS Studio,TSS Studio,1.99,2017
Recreat4,Virtuactions,2.99,2017
"KING Art,upjers",upjers,Free,2017
Afterthought Studios,Afterthought Studios,15.99,2017
Three Guys Game Studio,Three Guys Game Studio,9.99,2017
Recompile,Recompile,0.99,2017
10kbit Games,10kbit Games,0.99,2017
"Square Enix,tri-Ace",Square Enix,20.99,2017
Artalasky,Artalasky,1.99,2017
Dragon Wing Studio,Dragon Wing Studio,9.99,2017
Tero Lunkka,Tero Lunkka,0.99,2017
Ubisoft - San Francisco,,11.99,2017
Zendo Games,Zendo Games,1.29,2017
New Horizon Productions,New Horizon Productions,9.99,2017
Rightstick Studios,ANIM•ACE,,1900
"Sonic Team,Hardlight",SEGA,Free,2017
Must Imagine Entertainment,Must Imagine Entertainment,4.99,2017
Fabrice BIZEC,Fabrice BIZEC,9.99,2017
Ravinia,Ravinia,3.99,2017
Antimatter Games,Tripwire Interactive,7.99,2017
Xefier Games Inc.,Xefier Games Inc.,4.99,2017
Boogygames Studios,,0.99,2017
HALUNAZI GAMES,HALUNAZI GAMES,,1900
Nestor Yavorskyy,Nestor Yavorskyy,0.99,2017
Duckman Army Games,Duckman Army Games,4.99,2017
Frost Studios,Frost Studios,4.99,2017
magnussoft,magnussoft,5.99,2017
magnussoft,magnussoft,14.99,2017
"Iconic Games,Adham Jaber",Iconic Games,1.99,2017
Northbrain,Northbrain,6.99,2017
Drift Physics Crew,Drift Physics Crew,2.99,2017
Artificer Creator,Artificer Creator,1.99,2017
Drift Physics Crew,Drift Physics Crew,2.99,2017
Drift Physics Crew,Drift Physics Crew,2.99,2017
Alister Software,Back To Basics Gaming,2.99,2017
David Su,David Su,4.99,2017
Snkl Studio,Snkl Studio,0.99,2017
Vionsoft,Vionsoft,13.99,2017
HoneyBeeSoftware,HoneyBeeSoftware,0.99,2017
Blue Brain Games,Blue Brain Games,19.99,2017
Dexion Games,Dexion Games,0.99,2017
Black Eye Games,,9.99,2017
XiNFiNiTY Games,OtakuMaker SARL,0.99,2017
PixelGreeds,PixelGreeds,4.99,2017
"Eagle Dynamics SA,UGRA-Media",Eagle Dynamics SA,44.99,2017
Eagle Dynamics SA,Eagle Dynamics SA,29.99,2017
Bunyap Campaigns,Eagle Dynamics SA,9.99,2017
Golden Bear's GAMEWORKS,,4.99,2017
Pearl Abyss,RedFox Games,,2017
兔子放映部,兔子放映,Free,2017
Pearl Abyss,RedFox Games,,2017
AIHASTO,AIHASTO,1.99,2017
Alain Perrin,Alain Perrin,4.99,2017
Pearl Abyss,,,2017
Bryson MacDuff,Bryson MacDuff,0.99,2017
Campfire Games,Campfire Games,,1900
Omaj,Blossomsoft,15.99,2017
ALEKSANDER CHIEPAIKIN,ALEKSANDER CHIEPAIKIN,7.99,2017
"WolfShipGames Co., Ltd.","WolfShipGames Co., Ltd.",7.99,2017
Crispy Software Development,FeelThere,4.99,2013
Easy game,Easy game_13,1.99,2017
Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,6.99,2017
Field of View CE,Field of View CE,9.99,2017
"Acram Digital,Mobo Studio",Acram Digital,Free,2017
Payoff Technologies,"Dujardin, Asmodee Digital",4.99,2017
NYF,NYF,5.99,2017
Laush Studio,Laush Studio,1.99,2017
OVERKILL - a Starbreeze Studio.,,4.99,2017
Whiteerminestudios,Whiteerminestudios,2.99,2017
Crystal Box Team,Dagestan Technology,3.99,2017
Crystal Box Team,Dagestan Technology,0.99,2017
Crystal Box Team,Dagestan Technology,0.99,2017
Aerilon Studios,Aerilon Studios,7.99,2017
Jason Cecrle,Jason Cecrle,9.99,2017
ElZzap Software,ElZzap Software,1.99,2017
Drop_Dead_Fred (Фред),Coconut Tree Studio,2.99,2017
Crytek,My.com,Free,2017
The House of Fables,Artifex Mundi,2.99,2017
ChaoYe Liu,Happy Home Company,7.99,2017
Primitive Studio,Primitive Studio,0.99,2017
"Storia,SimonCreative",SimonCreative,8.99,2017
The Web Production,Tivola Publishing GmbH,6.99,2017
"Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",,4.99,2017
For Kids,For Kids,0.99,2017
EvilCoGames,EvilCoGames,4.99,2017
Dovetail Games,Dovetail Games - Flight,Free,2017
Akonta band,Akonta band,0.99,2017
Choice of Games,Choice of Games,3.99,2017
Dev Arc,Dev Arc,0.99,2017
Dev Arc,Dev Arc,1.99,2017
Bourbontank,Bourbontank,5.99,2017
Magic Pixel Kft.,,2.99,2017
NS STUDIO,"Neowiz, NEOBRICKS",Free,2017
Hex Entertainment,,14.99,2017
Blender Games,Blender Games,0.99,2017
Mavenmob,Mavenmob,,1900
Machine Games,Bethesda Softworks,59.99,2017
Square Enix,Square Enix,39.99,2017
Ubisoft Montreal,,6.99,2017
Aleksandr Kotukhov,Aleksandr Kotukhov,14.99,2017
For Kids,For Kids,0.99,2017
Ubisoft - San Francisco,,7.99,2017
Ubisoft - San Francisco,,2.99,2017
Ubisoft - San Francisco,,2.99,2017
Ubisoft - San Francisco,,2.99,2017
"Yuke's Co., LTD,Visual Concepts",2K,9.99,2017
"Sebastian Nigro,Christopher Anselmo,Daniel Marques",Studio Eris,9.99,2017
"Asmodee Digital,PlaySoft",,1.99,2017
Eipix Entertainment,Big Fish Games,13.99,2017
Quick Save Studios,Quick Save Studios,3.99,2017
CarX Technologies,CarX Technologies,3.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",5.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",5.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",5.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",5.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",5.99,2017
"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.99,2017
HIPIX,HIPIX,5.99,2017
"Monolith Productions, Inc.",,14.99,2017
baKno Games,baKno Games,4.99,2009
baKno Games,baKno Games,4.99,2008
baKno Games,baKno Games,4.99,2008
Eduard Kozadaev,Eduard Kozadaev,39.99,2017
baKno Games,baKno Games,4.99,2013
"SmiteWorks USA, LLC",,7.99,2017
hede,hede,9.99,2017
"SmiteWorks USA, LLC",,13.99,2017
Neosia Entertainment,Valentin Bertolino,,1900
Michael McCartney,Michael McCartney,9.99,2017
"KADOKAWA,Yoji Ojima",,29.99,2017
Rémi Vansteelandt,Rémi Vansteelandt,4.99,2017
ATTACK MOUNTAIN,ATTACK MOUNTAIN,12.99,2017
KIXEYE,,149.99,2017
KIXEYE,,19.99,2017
KIXEYE,,79.99,2017
KIXEYE,,69.99,2017
KIXEYE,,89.99,2017
KIXEYE,,89.99,2017
KIXEYE,,149.99,2017
KIXEYE,,49.99,2017
KIXEYE,,4.99,2017
PLut,PLut,Free,2012
Trinket Studios,Adult Swim Games,19.99,2017
"XiNFiNiTY Games,Nova Studios",OtakuMaker SARL,0.99,2017
DevPossible,DevPossible,12.99,2017
Tsunehiko Shimazu,Tsunehiko Shimazu,18.99,2017
Trinket Studios,Adult Swim Games,9.99,2017
Kiz Studios,,29.99,2017
Kiz Studios,"You42, Inc.",24.99,2017
Kiz Studios,"You42, Inc",4.99,2017
Kiz Studios,"You42, Inc.",9.99,2017
Hobibit,Hobibit,3.99,2017
Jake Olson,Impartial Studios,0.99,2017
"owl.,Jonas Tintenseher,BáiYù,Andrewus,Atomic-Invasion,Butterfly Wisps,Noyemi Karlaitė,Mama J,Shida",Jellyfish Parade,Free,2017
CyberLink,"Koch Media, CyberLink",49.99,2017
AlternativaPlatform,Tanki Online Europe Ltd.,11.99,2017
Ebenit,Ebenit,9.99,2017
Norrland Interactive,Norrland Interactive,4.99,2017
"MidnightCoffee, Inc.","MidnightCoffee, Inc.",7.99,2017
"Keybol,Nitrome Limited,Mike Studios",Nitrome Limited,4.99,2017
Obsidian Entertainment,,44.99,2017
Obsidian Entertainment,,44.99,2017
Obsidian Entertainment,,29.99,2017
Codename Entertainment Inc.,,9.99,2017
Obsidian Entertainment,,6.99,2017
Codename Entertainment Inc.,,9.99,2017
Codename Entertainment Inc.,,44.99,2017
Codename Entertainment Inc.,,9.99,2017
Codename Entertainment Inc.,,9.99,2017
Daybreak Game Company,Daybreak Game Company,9.99,2017
07th Expansion,MangaGamer,29.99,2017
Aslak Studio,Expone,19.99,2017
Sekrit Games,Sekrit Games,11.99,2017
Team Dogpit,Team Dogpit,2.99,2017
"Fancy Bytes,Reactor",Libredia,9.99,2017
Codename Entertainment Inc.,,9.99,2017
"SNK CORPORATION,Code Mystics Inc.",SNK CORPORATION,9.99,2017
"XiNFiNiTY Games,Nova Studios",OtakuMaker SARL,0.99,2017
starmops,starmops,,2017
Musrka,Blue Whale Games,0.99,2017
Norbert Palacz,Forever Entertainment S. A.,4.99,2017
Titus Interactive,Interplay Entertainment Corp.,9.99,1991
Ben Allen,Ben Allen,9.99,2017
Shanghai huan zhen Info Tech Ltd,Shanghai huan zhen Info Tech Ltd,9.99,2017
OfficialAndy,MGG Studio,0.99,2017
OfficialAndy,MGG Studio,0.99,2017
Choice of Games,Choice of Games,4.99,2017
Choice of Games,Choice of Games,3.99,2017
Fishing Planet LLC,Fishing Planet LLC,4.99,2017
Effimera Studio,Effimera Studio,7.99,2017
LeshaWhite Studio,LeshaWhite Studio,0.99,2017
Silky Smooth Studio,Silky Smooth Studio,9.99,2017
Rafael Farias,Fiassink Games,1.99,2017
Gameplay Ltd.,Gameplay Ltd.,0.99,2017
Florent Vieillescazes,Florent Vieillescazes,2.99,2017
James Flannery,James Flannery,5.99,2017
"Battle Factory,HexWar Games",HexWar Games,,2017
Russian Pixel Games,Dagestan Technology,0.99,2017
SUNSET GAMES,Siberian Digital,3.99,2017
4 Friends Games,Big Fish Games,12.99,2017
"Urvogel Games, LLC",,4.99,2017
Nuts and Volts Electronics,Nuts and Volts Electronics,0.99,2017
For Kids,For Kids,1.99,2017
Ocumens LLC,Ocumens LLC,14.99,2017
Degica,Degica,59.99,2017
Degica,,19.99,2017
Ocumens LLC,Ocumens LLC,0.99,2017
"Fantasia Studio,Ray丶",Fantasia Studio,0.99,2017
Konami Digital Entertainment,Konami Digital Entertainment,Free,2017
Kmany Design,Kmany Design,19.99,2017
Realore,Qumaron,4.99,2017
Paradox Development Studio,Paradox Interactive,19.99,2017
Paradox Development Studio,Paradox Interactive,7.99,2017
Tomb Team,Chilled Mouse,2.99,2017
Xeneder,,0.99,2017
Paradox Development Studio,Paradox Interactive,14.99,2017
Tree Men Games,Tree Men Games,9.99,2017
Tomb Team,Chilled Mouse,2.99,2017
Tomb Team,Chilled Mouse,Free,2017
Tomb Team,Chilled Mouse,1.99,2017
"Olympic,SP",Concepts,7.99,2017
team BitClub,team BitClub,3.99,2017
Messier Games &amp; Animations,Messier Games &amp; Animations,9.99,2017
ShadowInk Designs,ShadowInk Designs,4.99,2017
Hi-Rez Studios,,9.99,2017
Brain Machine,Brain Machine,14.99,2017
Zeritum,Zeritum,,1900
Okay Studios,Okay Studios,,1900
Eldritch Phantasmagoric Games,Eldritch Phantasmagoric Games,1.99,2017
"Konami Digital Entertainment Co., Ltd",Konami Digital Entertainment,Free,2017
"Omicron Games,Ashton ""DeDra"" Bourgeois",,5.99,2017
Trendy Entertainment,Trendy Entertainment,19.99,2017
LongYou Game,,Free,2017
Mikhail Melnikov,Mikhail Melnikov,0.99,2017
Joure Visser,Joure Visser,4.99,2017
Bmc Studio,Bmc Studio,1.99,2017
Phil Blank,Phil Blank,2.99,2017
baKno Games,baKno Games,4.99,2014
baKno Games,baKno Games,4.99,2012
Educational Games,Educational Games,2.99,2017
PowerGaelic,PowerGaelic,,1900
"CINEMAX, s.r.o.","CINEMAX, s.r.o.",29.99,2017
TSS Studio,TSS Studio,1.99,2017
Arbatskii Anatolii,Arbatskii Anatolii,4.99,2017
Obsidian Entertainment,,Free,2017
"Ubisoft Paris,Ubisoft Annecy,Ubisoft Bucharest,Ubisoft Montpellier,Ubisoft Milan,Reflections,Ubisoft Belgrade",,14.99,2017
Applava,Applava,9.99,2017
Boogygames Studios,,0.99,2017
Heavy Spectrum Limited,Heavy Spectrum Limited,19.99,2017
putilin_industries,putilin_industries,0.99,2017
Wolverine Studios,Wolverine Studios,24.99,2017
上海アリス幻樂団,"Mediascape Co., Ltd.",14.99,2017
SOFTSTAR ENTERTAINMENT INC.,SOFTSTAR ENTERTAINMENT INC.,14.99,2015
Omicron Games,Omicron Games,3.99,2017
Ezalbot,Ezalbot,2.99,2017
Mega Crit Games,Mega Crit Games,15.99,2017
Asakusa Studios,Happinet,24.99,2017
BKOM Studios,BKOM Studios,2.99,2017
BKOM Studios,BKOM Studios,2.99,2017
Wargaming Group Limited,Wargaming Group Limited,Free,2017
BKOM Studios,BKOM Studios,2.99,2017
"NetherRealm Studios,QLOC",WB Games,19.99,2017
"NetherRealm Studios,QLOC",WB Games,39.99,2017
BKOM Studios,BKOM Studios,2.99,2017
"NetherRealm Studios,QLOC",WB Games,5.99,2017
"NetherRealm Studios,QLOC",WB Games,5.99,2017
TT Games,,14.99,2017
"NetherRealm Studios,QLOC",WB Games,5.99,2017
Trese Brothers,Trese Brothers,14.99,2017
"NetherRealm Studios,QLOC",WB Games,5.99,2017
"NetherRealm Studios,QLOC",WB Games,5.99,2017
"Visual Concepts,Yuke's Co., LTD",2K,7.99,2017
Team 6,Maximum Games,29.99,2017
SoftWarWare,Slitherine Ltd.,9.99,2017
Military Visualizations,Dovetail Games - Flight,29.99,2017
bycomb,,Free,2017
Toposim,Dovetail Games - Flight,19.99,2017
"TABOT, inc.,Natsume Inc.",Natsume Inc.,29.99,2017
GamePhase,GamePhase,8.99,2017
RSK Entertainment,Strategy First,9.99,2017
Ubisoft - San Francisco,,2.99,2017
Ubisoft - San Francisco,,2.99,2017
KaleidoGames,"KaleidoGames, Indie Tribe",8.99,2017
Ubisoft - San Francisco,,11.99,2017
Ubisoft - San Francisco,,2.99,2017
Ubisoft - San Francisco,,2.99,2017
Ubisoft - San Francisco,,2.99,2017
"NetherRealm Studios,QLOC",WB Games,39.99,2017
"NetherRealm Studios,QLOC",WB Games,5.99,2017
Creativ Game Developer LLC,Creativ Game Developer LLC,9.99,2017
Totem Games,Totem Games,14.99,2017
FeelThere,FeelThere,18.99,2017
"Nikita ""Ghost_RUS""",Ghost_RUS Games,0.99,2017
"Nikita ""Ghost_RUS""",Ghost_RUS Games,0.99,2017
George Batchelor,George Batchelor,7.99,2017
"Zimventures, LLC","Zimventures, LLC",3.99,2017
White Wizard Games,,1.99,2017
RedNukem,RedNukem,4.99,2017
Artefacts Studio,Microïds,14.99,2017
SkyBox Labs,,2.99,2017
IronEqual,IronEqual,12.99,2017
Microids,Microids,29.99,2017
Giants Software,Focus Home Interactive,19.99,2017
Boogygames Studios,,0.99,2017
CUTE ANIME GIRLS,Tranquility games,1.99,2017
Topstitch Games,Topstitch Games,,2018
Saddletrip,dead.team,Free,2017
Lovepurple,Lovepurple,2.99,2017
Daniel Meredith,Daniel Meredith,0.99,2017
Goldsaucer Ltd,Goldsaucer Ltd,14.99,2017
QuickSave,QuickSave,3.99,2017
Team Nekojishi,Orange Juice Dog,Free,2017
Fatalitech,Fatalitech,4.99,2017
Camex Games,Camex Games,Free,2017
SHOKIZM INTERACTIVE,SHOKIZM INTERACTIVE,4.99,2017
MAGIX Software GmbH,MAGIX Software GmbH,69.99,2017
"TheDreik,Xeneder",Xitilon,0.99,2017
Nocturne Games,Nocturne Games,6.99,2017
Naddic Games,En Masse Entertainment,Free,2017
Daily Magic Productions,Big Fish Games,12.99,2017
Ad Aspera,Atriagames,6.99,2017
Danyl Oreshkyn,Danyl Oreshkyn,1.99,2017
Daily Magic Productions,Big Fish Games,12.99,2017
Elysian Games,Elysian Games,3.99,2017
HUNTERS,HUNTERS,2.99,2017
Amazu Media,Amazu Media,9.99,2017
Drew Wallace,,1.99,2017
bumblebee,rokapublish,14.99,2017
"Eurocom,THQ Nordic",THQ Nordic,14.99,2003
einklang.VISUALS GmbH,einklang.VISUALS GmbH,49.99,2017
"Eurocom,THQ Nordic",THQ Nordic,4.99,2017
Crian Soft S.A.,,1.99,2017
baKno Games,baKno Games,4.99,2010
baKno Games,baKno Games,4.99,2016
baKno Games,baKno Games,4.99,2007
Emily Peregrine,Emily Peregrine,1.99,2017
Vyacheslav Shilikhin,Vyacheslav Shilikhin,2.99,2017
Mykhail Konokh,Mykhail Konokh,1.99,2017
"高考恋爱委员会,橘子班",NVLMaker,3.99,2017
Bizzy,Atriagames,3.99,2017
Team KwaKwa,Team KwaKwa,,1900
Happyrock Studios,New Reality Games,0.99,2017
"Cryo Interactive,Jordan Freeman Group",Microids,2.99,1996
Grindstone Interactive,Grindstone Interactive,4.99,2017
Blueshift Media,Blueshift Media,0.99,2017
JoyBits Ltd.,JoyBits Ltd.,2.99,2017
"Nikita ""Ghost_RUS""",Ghost_RUS Games,0.99,2017
Tonguç Bodur,Tonguç Bodur,5.99,2017
putilin_industries,putilin_industries,0.99,2017
virtualRailroads,Dovetail Games - Trains,19.99,2017
TerkStudios,,Free,2017
Great War Team,Best Way Soft,6.99,2017
Tarsier Studios,BANDAI NAMCO Entertainement,3.99,2017
Sports Interactive,SEGA,49.99,2017
Sports Interactive,SEGA,29.99,2017
SideKick,Majesco,4.99,2013
Sports Interactive,SEGA,0.99,2017
Sports Interactive,SEGA,0.99,2017
Sports Interactive,SEGA,0.99,2017
Sports Interactive,SEGA,0.99,2017
Sports Interactive,SEGA,3.99,2017
Sports Interactive,SEGA,0.99,2017
Sports Interactive,SEGA,0.99,2017
Sports Interactive,SEGA,0.99,2017
Sports Interactive,SEGA,0.99,2017
Sports Interactive,SEGA,0.99,2017
Sports Interactive,SEGA,0.99,2017
Sports Interactive,SEGA,0.99,2017
Sports Interactive,SEGA,3.99,2017
Raptor Claw Games,Raptor Claw Games,11.99,2017
SCS Software,SCS Software,11.99,2017
Deck13 Hamburg,astragon Entertainment GmbH,24.99,2017
Choice of Games,Choice of Games,6.99,2017
"Cryo Interactive,Jordan Freeman Group",Microids,2.99,1994
Svarog Studios,Back To Basics Gaming,1.99,2017
Dr_Crewcut,Dr.Crewcut,0.99,2017
MECH'AT,MECH'AT,7.99,2017
Inkline Ltd.,Inkline Ltd.,9.99,2017
Flying Mollusk,Flying Mollusk,2.99,2017
Cargo Cult Gaming LLC,Cargo Cult Gaming LLC,4.99,2017
Nodding Heads Games,Nodding Heads Games,,2019
Keinart Lobre,,9.99,2017
Squish Studios LLC,Squish Studios LLC,4.99,2017
"FarSight Studios, Inc.",,9.99,2017
Snowdrop Lab,Snowdrop Lab,0.99,2017
GrizzlyGames,GrizzlyGames,2.99,2017
Sacada,Sacada,7.99,2017
Heluo Studio,FengHuang Game,Free,2017
Codex7,Codex7,10.99,2017
Bunny on Caffeine LLC,Bunny on Caffeine LLC,9.99,2017
Tusha Works,Tusha Works,19.99,2017
Windybeard,Windybeard,11.99,2017
Windybeard,Windybeard,3.99,2017
ERS G Studios,Big Fish Games,12.99,2017
Lions Crayons Games,Lions Crayons Games,9.99,2017
Playmous,,1.99,2017
IPACS,IPACS,Free,2017
Polovey Alexander,,0.99,2017
Hanakai Studio,Forever Entertainment S. A.,14.99,2017
Sector-K Games,Sector-K Games,19.99,2017
Inner Monkey,Inner Monkey,1.99,2017
Albatros Softworks,,0.99,2017
Berzerk Studio,,19.99,2017
Berzerk Studio,,19.99,2017
Berzerk Studio,,9.99,2017
DiceyCraft,DiceyCraft,14.99,2017
Boogygames Studios,,2.99,2017
Military Visualizations,Dovetail Games - Flight,29.99,2017
Toposim,Dovetail Games - Flight,14.99,2017
High Iron Simulations,Dovetail Games - Trains,9.99,2017
Spectre EU,Take Five Games,6.99,2017
Limed,Limed,0.99,2017
Lost Astronaut,Lost Astronaut Studios,4.99,2017
Giant Margarita,Giant Margarita,9.99,2017
Playmous,"Playmous, Plug In Digital",9.99,2017
"29Palms,JaraNet",Aerosoft GmbH,15.99,2017
baKno Games,baKno Games,4.99,2008
Walter Machado,Walter Machado,0.99,2017
Fuyu Games AB,Fuyu Games AB,0.99,2017
Eelooz AB,Eelooz AB,4.99,2017
WinterSpring Games,Black Shell Media,9.99,2017
ZA/UM,Humble Bundle,,1900
EchoNineGames,Devil Dog Games,4.99,2017
Fred Wood,,2.99,2017
Foxwarrior Productions,Foxwarrior Productions,,2017
Boogygames Studios,Boogygames Studios,2.99,2017
Boogygames Studios,Boogygames Studios,0.99,2017
"Sonic Team,Hardlight",SEGA,Free,2017
Narayan Games,Atriagames,2.99,2017
Defiant Development,Defiant Development,29.99,2017
Vladimir Maslov,Vladimir Maslov,Free,2017
Ubisoft - San Francisco,,9.99,2017
Ubisoft - San Francisco,,2.99,2017
Ubisoft - San Francisco,,2.99,2017
Ubisoft - San Francisco,,2.99,2017
Ubisoft - San Francisco,,2.99,2017
Arcane Raise,ArcaneRaise,2.99,2017
Arcane Raise,ArcaneRaise,5.99,2017
StalkerAlex,StalkerAlex.,0.99,2017
2-Volt Games,2-Volt Games,Free,2017
Notus Games Ltd,Notus Games Ltd,9.99,2017
Wurd Industries,Wurd Industries,4.99,2017
Nonostante Games,Nonostante Games,1.99,2017
"Tero Lunkka,Valkeala Software",Tero Lunkka,1.99,2017
"Io-Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)",Io-Interactive A/S,,2017
"Io-Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)",Io-Interactive A/S,,2017
Visualnoveler,Visualnoveler,7.99,2017
TSS Studio,TSS Studio,1.99,2017
AIGRIND,AIGRIND,Free,2017
Edelweiss,AGM PLAYISM,9.99,2017
RUHRSOURCE GmbH,RUHRSOURCE GmbH,499.99,2017
"Nova Dimension,Game-Ready Studio",Nova Dimension,Free,2017
"Nova Dimension,Game-Ready Studio",Nova Dimension,99.99,2017
"Nova Dimension,Game-Ready Studio",Nova Dimension,Free,2017
"Nova Dimension,Game-Ready Studio",Nova Dimension,99.99,2017
"Game-Ready Studio,Nova Dimension",Nova Dimension,99.99,2017
ZOU Inc.,ZOU Inc.,,2017
Epsilon Games,Epsilon Games,,2017
TheDreik,,0.99,2014
Arcane Raise,ArcaneRaise,2.99,2017
Arcane Raise,ArcaneRaise,2.99,2017
Arcane Raise,ArcaneRaise,2.99,2017
BBit,BBit,Free,2017
triplesghoul,triplesghoul,1.99,2017
Blup Games,Back To Basics Gaming,3.99,2017
Studio Goya,Studio Goya,6.99,2017
Denis Mikheikin,Denis Mikheikin,3.99,2017
Sure Games,Sure Games,12.99,2017
interFusion Games LLC,interFusion Games LLC,7.99,2017
Svarun Entertainment,Svarun Entertainment,,2019
wHDinc.,wHDinc.,0.99,2017
Room710Games,Room710Games,1.99,2017
CyberConnect2,BANDAI NAMCO Entertainment,49.99,2017
Semen Rodin,Semen Rodin,0.99,2017
"Evan Peiperl,Brianna Livesay","Evan ""Solidplasma"" Peiperl",,1900
Stun Games,KISS ltd,6.99,2017
Retro Reactor,Retro Reactor,4.99,2017
Bernackels,Bernackels,9.99,2017
Daniel Spencer,Indispensable Studios,4.99,2017
FlashBack media,Atriagames,0.99,2017
Alexey Glinskiy,Alexey Glinskiy,0.99,2017
Boogygames Studios,Boogygames Studios,1.99,2017
Pugware,Pugware,9.99,2017
Nuts and Volts Electronics,Nuts and Volts Electronics,1.99,2017
Magic Item Tech,Magic Item Tech,4.99,2017
Project Polish Productions,Project Polish Productions,Free,2017
OPENCAP STUDIO,OPENCAP STUDIO,19.99,2017
Maik Goltz,Dovetail Games - Trains,39.99,2017
SUPERMEGAQUEST INC.,SUPERMEGAQUEST INC.,11.99,2017
Paul Harrington,Super Walrus Games,,1900
Osmotic Studios,Surprise Attack,,1900
Blender Games,Blender Games,0.99,2017
Team Full Sail,Team Full Sail,Free,2017
Tongsun,Tongsun,12.99,2017
XOA Productions,XOA Productions,9.99,2017
Elknight,Elknight,0.99,2017
"Z Games,Nova Dimension",Nova Dimension,1.99,2017
26k,26k,9.99,2017
Heatblur Simulations,Eagle Dynamics SA,59.99,2017
DoubleMoose Games,DoubleMoose Games,9.99,2017
Cosmo D,Alliance Digital Media,9.99,2017
Bullid Games,Bullid Games,1.99,2017
Tim Conkling,,2.99,2017
Corrosive Studios LLC,,0.99,2017
Drift Physics Crew,Drift Physics Crew,2.99,2017
Drift Physics Crew,Drift Physics Crew,2.99,2017
Drift Physics Crew,Drift Physics Crew,2.99,2017
Drift Physics Crew,Drift Physics Crew,2.99,2017
Drift Physics Crew,Drift Physics Crew,2.99,2017
Ntroy LTD,Ntroy LTD,54.99,2017
Drift Physics Crew,Drift Physics Crew,2.99,2017
Ntroy LTD,Ntroy LTD,29.99,2017
Ludi Dorici,Ludi Dorici,9.99,2017
Kabuk Games,Kabuk Games,0.99,2017
Bit Bionic LLC,Bit Bionic LLC,1.99,2017
baKno Games,baKno Games,4.99,2010
Donley Time Foundation,Donley Time Foundation,9.99,2017
Jenito,Jenito,9.99,2017
Final Game Studio,Final Game Studio,4.99,2017
Paleno Games,Paleno Games,0.99,2017
Cardboard Keep,Cardboard Keep,,1900
"Kevin Nitschmann,Christian Rolle",Aerosoft GmbH,34.99,2017
Sylphe Labs,Microids,4.99,2017
IMakeGames,---,,1900
IndigoBlue Game Studio,PsychoFlux Entertainment,Free,2016
Paperash Studio,Paperash Studio,,1900
Codename Entertainment Inc.,,2.99,2017
"Dumativa Creative Studio,Castro Brothers",,4.99,2017
SubJuegos,SubJuegos,Free,2017
StudioGIW,Zoo Corporation,2.99,2017
"LeshaWhite Studio,LeshaWhite Studio",LeshaWhite Studio,0.99,2017
LillyWelland inc.,Bitlock Studio,1.99,2017
Recreat4,Virtuactions,2.99,2017
Polybit,Polybit,1.99,2017
